"","row_index","species3","family3","order3","total.individuals","female","male","unknown","complete.measures","beak.length_culmen","beak.length_nares","beak.width","beak.depth","tarsus.length","wing.length","kipps.distance","secondary1","hand-wing.index","tail.length","mass","mass.source","mass.refs.other","inference","traits.inferred","reference.species","habitat","habitat.density","migration","trophic.level","trophic.niche","primary.lifestyle","min.latitude","max.latitude","centroid.latitude","centroid.longitude","range.size","species.status"
"6735",6735,"Locustella certhiola","Sylviidae","Passeriformes",5,2,3,0,4,14.1,8.3,2.8,3.4,20.9,61.4,15.6,44.7,25.8,53.6,14.4,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",35.7,66.07,53.41,108.4889132,12473259.06,"Extant"
"6736",6736,"Locustella fasciolata","Sylviidae","Passeriformes",5,2,3,0,4,19.8,11.2,3.3,4.3,26.3,79.2,20.6,57.6,26.3,68.4,27.14,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",41.43,59.1,53.16,115.9983028,3718939.31,"Extant"
"6737",6737,"Locustella fluviatilis","Sylviidae","Passeriformes",13,4,9,0,4,14.4,8.1,2.8,3.4,20.4,74.7,21.9,53.2,29.2,56.8,16.1,"Dunning",NA,"NO",NA,NA,"Wetland","3","3","Carnivore","Invertivore","Generalist",42.89,64.44,54.47,37.80867815,5232960.16,"Extant"
"6738",6738,"Locustella lanceolata","Sylviidae","Passeriformes",5,2,3,0,4,12.3,6.8,2.6,3.2,18.1,54.6,12.8,41.2,23.7,48.5,10.6,"Dunning",NA,"NO",NA,NA,"Grassland","2","3","Carnivore","Invertivore","Generalist",40.72,68.75,57.51,111.960675,10065240.33,"Extant"
"6739",6739,"Locustella luscinioides","Sylviidae","Passeriformes",15,4,11,0,4,15.6,8.1,2.7,3,20.8,70.2,21.2,49.2,30.1,54.2,13.89,"Dunning",NA,"NO",NA,NA,"Wetland","3","3","Carnivore","Invertivore","Generalist",32,60.84,47.96,39.13619834,4698320.69,"Extant"
"6740",6740,"Locustella naevia","Sylviidae","Passeriformes",15,4,9,2,4,14.7,7.3,2.6,2.9,20,64.1,16.3,47.9,25.4,56.5,13.3,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Carnivore","Invertivore","Generalist",38.77,65.84,52.97,43.22764936,7984518.2,"Extant"
"6741",6741,"Locustella ochotensis","Sylviidae","Passeriformes",5,2,3,0,4,16.2,9.4,3,3.4,24.4,69.5,20.4,48.9,29.6,58.2,18.5,"Dunning",NA,"NO",NA,NA,"Shrubland","3","3","Carnivore","Invertivore","Generalist",41.92,61.38,55.49,146.3116689,837155.24,"Extant"
"6742",6742,"Locustella pleskei","Sylviidae","Passeriformes",4,2,2,0,4,17.6,10.7,3.2,4.1,23.9,70,16.9,53.1,24,65,20,"Updated_literature","BoW","NO",NA,NA,"Wetland","3","2","Carnivore","Invertivore","Generalist",32.65,43.06,35.45,128.1916681,4130.25,"Extant"
"6743",6743,"Locustella pryeri","Sylviidae","Passeriformes",4,2,2,0,4,12.1,6.7,2.3,2.9,20.6,52.2,9.9,42.4,18.9,52.8,14.18,"Dunning",NA,"NO",NA,NA,"Wetland","2","3","Carnivore","Invertivore","Insessorial",28.16,47.9,41.51,122.9325256,201150.62,"Extant"
"6744",6744,"Macrosphenus concolor","Sylviidae","Passeriformes",5,2,3,0,4,16.8,10.1,3.4,3.4,19.6,55.6,4.3,51.4,7.8,41.3,13.9,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-8.63,10.3,1.28,13.6203574,3119489.65,"Extant"
"6745",6745,"Macrosphenus flavicans","Sylviidae","Passeriformes",6,2,3,1,4,18.7,11.2,3.3,3,20.2,57.1,4.5,52.6,7.8,46.2,13.36,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-9.61,7.44,0.06,20.82789108,1810288.68,"Extant"
"6746",6746,"Macrosphenus kempi","Sylviidae","Passeriformes",8,2,3,3,5,19.9,12,3.2,3.1,21,55.7,3.6,51.4,6.6,39.5,12.62,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",4.28,9,6.45,-4.153699506,456072.28,"Extant"
"6747",6747,"Macrosphenus kretschmeri","Sylviidae","Passeriformes",5,2,3,0,4,19,10.6,3.4,3.5,22.8,64.2,6.1,58.4,9.5,63.5,20,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-15.1,-2.52,-7.17,38.04697927,120112.34,"Extant"
"6748",6748,"Macrosphenus pulitzeri","Sylviidae","Passeriformes",1,1,0,0,1,17.7,10,3.9,3.7,23.2,60,3.2,56.8,5.3,67.9,11.68,"EltonTraits_Model",NA,"NO",NA,NA,"Woodland","1","1","Carnivore","Invertivore","Insessorial",-14.18,-10.79,-12.46,13.85603913,5725.09,"Extant"
"6749",6749,"Megalurulus grosvenori","Sylviidae","Passeriformes",1,1,0,0,1,20,11.5,4.3,4.5,31.4,67.5,10,57.5,14.8,56.6,54,"EltonTraits_Model",NA,"NO",NA,NA,NA,"1","1","Carnivore","Invertivore","Terrestrial",-6.01,-5.11,-5.48,151.1672289,2381.31,"Extant"
"6750",6750,"Megalurulus llaneae","Sylviidae","Passeriformes",1,0,0,1,1,18.2,10.9,4.2,4.1,23.2,69.5,5.5,64,7.9,61,25.5,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-6.32,-5.73,-6.03,155.1787297,814.06,"Extant"
"6751",6751,"Megalurulus mariei","Sylviidae","Passeriformes",5,2,3,0,4,18.2,9.9,3.2,4.1,24.7,69,9,58.8,13.2,93.4,25,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Terrestrial",-22.4,-20.09,-21.33,165.4819723,16389.77,"Extant"
"6752",6752,"Megalurulus rubiginosus","Sylviidae","Passeriformes",2,2,0,0,2,19.7,10.3,3.8,4.2,28.2,71.8,5.9,65.8,8.2,75,41.2,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-6.31,-4.14,-5.48,150.6355393,33761.38,"Extant"
"6753",6753,"Megalurulus whitneyi","Sylviidae","Passeriformes",4,3,1,0,4,18.4,11.5,3.7,4.3,26.1,63.2,6.8,56.4,10.8,63.2,36,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-15.48,-9.61,-12.73,163.7607441,998.55,"Extant"
"6754",6754,"Megalurus albolimbatus","Sylviidae","Passeriformes",1,0,1,0,1,17.4,10.6,3.4,3.3,23.4,57.5,5.5,52,9.6,59,14,"Updated_literature","Dunning (2021)","NO",NA,NA,"Wetland","3","1","Carnivore","Invertivore","Generalist",-9.16,-7.52,-8.63,140.9377446,2389.39,"Extant"
"6755",6755,"Megalurus gramineus","Sylviidae","Passeriformes",8,3,5,0,4,12.9,7.6,2.4,2.8,20,54,9,44.5,16.9,54.9,14.09,"Dunning",NA,"NO",NA,NA,"Wetland","3","1","Carnivore","Invertivore","Generalist",-43.64,-3.71,-29.2,141.8649855,3277909.05,"Extant"
"6756",6756,"Megalurus palustris","Sylviidae","Passeriformes",5,2,3,0,4,21.7,13.5,4.1,4.8,35.8,94,15.9,73.6,17.8,112.4,44.1,"Dunning",NA,"NO",NA,NA,"Shrubland","3","2","Carnivore","Invertivore","Generalist",-8.85,32.29,19.65,97.08204271,2258407.86,"Extant"
"6757",6757,"Megalurus timoriensis","Sylviidae","Passeriformes",14,6,8,0,7,16,8.7,3.4,4.1,24.6,64.6,9.3,59.4,13.5,93.6,21.55,"Dunning",NA,"NO",NA,NA,"Wetland","3","1","Carnivore","Invertivore","Generalist",-35.65,18.65,-12.88,139.3059655,2865909.12,"Extant"
"6758",6758,"Melocichla mentalis","Sylviidae","Passeriformes",5,2,3,0,4,19,10.6,3.8,5.2,27.4,75.2,4.7,70.3,6.2,93.4,33.2,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-20.57,12.99,-0.78,18.88132149,6248614.06,"Extant"
"6759",6759,"Nesillas brevicaudata","Sylviidae","Passeriformes",4,2,2,0,4,16.4,9.2,3.5,3.2,25.6,64.4,8.6,55.8,13.4,67.5,16.1,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-11.94,-11.36,-11.66,43.3423948,1031.43,"Extant"
"6760",6760,"Nesillas lantzii","Sylviidae","Passeriformes",5,2,3,0,4,15.4,8.2,3.1,3.4,22.4,61.2,7.1,53.9,11.7,80,19.68,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-25.61,-20.44,-23.7,44.67848454,69721.5,"Extant"
"6761",6761,"Nesillas longicaudata","Sylviidae","Passeriformes",4,2,2,0,4,16.4,9,3.5,3.4,24,61.9,9.1,52.8,14.6,72.5,19.2,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"6762",6762,"Nesillas mariae","Sylviidae","Passeriformes",4,0,4,0,4,17.3,9.2,3.2,3,21.8,62.8,10.1,52.6,16.1,68.5,16,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-12.39,-12.24,-12.32,43.72891875,209.4,"Extant"
"6763",6763,"Nesillas typica","Sylviidae","Passeriformes",5,2,3,0,4,14.6,7.2,3.2,3.4,23.9,63.2,8.1,55.4,12.7,75.4,19.68,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-24.9,-11.95,-18.76,46.97450074,520535.1,"Extant"
"6764",6764,"Orthotomus atrogularis","Sylviidae","Passeriformes",10,2,5,3,9,15.2,10,2.7,2.5,17.3,42.9,4.5,38.4,10.5,35.1,7.68,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-5.95,26.37,9.41,104.9820871,2752593.84,"Extant"
"6765",6765,"Orthotomus castaneiceps","Sylviidae","Passeriformes",4,2,2,0,4,17.8,11.2,3.3,3.2,21.4,51.1,5,46.2,9.6,49.6,12.84,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",9.04,18.65,14.86,121.6247694,122674.38,"Extant"
"6766",6766,"Orthotomus cinereiceps","Sylviidae","Passeriformes",6,2,3,1,5,17.1,10.5,2.8,2.8,21,46.3,3.5,42.7,7.5,48.2,9,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",6.4,8.73,7.82,123.063778,20650.36,"Extant"
"6767",6767,"Orthotomus cuculatus","Sylviidae","Passeriformes",7,2,5,0,4,16.2,9.2,3.1,2.5,19.4,44.9,5.6,37.3,13.1,45.3,5.9,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-8.96,28.36,17.48,104.5808544,1523003.19,"Extant"
"6768",6768,"Orthotomus derbianus","Sylviidae","Passeriformes",4,2,2,0,4,17.4,11.2,3,3,19.6,47.8,3.9,43.9,8.1,44.8,10.7,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",12.54,16.63,14.79,121.5223814,60394.18,"Extant"
"6769",6769,"Orthotomus frontalis","Sylviidae","Passeriformes",5,2,3,0,4,16.7,10.5,2.9,2.7,18.8,45.7,3.2,42.5,7,40.8,7.98,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",5.37,12.58,8.39,124.8121697,120551.54,"Extant"
"6770",6770,"Orthotomus heterolaemus","Sylviidae","Passeriformes",1,0,0,1,0,15,10.3,2.4,2.8,19.4,45,2,43,4.4,40.8,8.3,"Dunning",NA,"YES","Tail Length","Orthotomus frontalis","Forest","1","1","Carnivore","Invertivore","Insessorial",6.29,8.95,7.74,125.1695207,7657.18,"Extant"
"6771",6771,"Orthotomus nigriceps","Sylviidae","Passeriformes",2,0,2,0,1,17.4,10.3,3,3.4,22.1,51.8,7.4,44.1,14.4,47.5,9.8,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",6.27,10.47,8.24,125.9761781,24461.65,"Extant"
"6772",6772,"Orthotomus ruficeps","Sylviidae","Passeriformes",6,1,2,3,5,15.7,10.6,2.9,2.5,19.4,47.5,5.7,42.1,12,41.1,7,"Updated_literature","BoW","NO",NA,NA,"Shrubland","1","1","Carnivore","Invertivore","Insessorial",-7.99,17.73,1.15,107.7660754,887360.64,"Extant"
"6773",6773,"Orthotomus samarensis","Sylviidae","Passeriformes",3,0,3,0,3,16.5,10.6,3,2.8,21,42,3.1,38.9,7.4,41.7,8.93,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",9.56,12.67,11.28,124.9234933,18296.84,"Extant"
"6774",6774,"Orthotomus sepium","Sylviidae","Passeriformes",6,2,3,1,5,15.2,9,2.6,2.6,19,44.8,4.4,40.4,9.8,41.5,8.4,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-8.96,-5.87,-7.38,110.4817173,140271.59,"Extant"
"6775",6775,"Orthotomus sericeus","Sylviidae","Passeriformes",12,3,4,5,8,17.9,12,3.1,2.8,21.6,49.5,3.9,45.2,7.8,41.1,10.8,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",-5.95,12.62,1.22,107.9991259,1068502.74,"Extant"
"6776",6776,"Orthotomus sutorius","Sylviidae","Passeriformes",17,6,11,0,16,15.5,8.9,2.7,2.6,19.3,45.5,4.8,40.8,10.4,47.7,7.5,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-8.85,34.26,21.01,90.33518348,6849946.15,"Extant"
"6777",6777,"Oxylabes madagascariensis","Sylviidae","Passeriformes",4,2,2,0,4,16.8,9.6,3.1,4.4,21.6,65,5.1,59.9,7.8,66.8,23.3,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-25.14,-12.36,-18.58,48.4362608,172738.74,"Extant"
"6778",6778,"Phylloscopus affinis","Sylviidae","Passeriformes",5,2,3,0,4,10,6,2.6,2.2,18.3,59,8.9,50.9,14.8,43.8,6.96,"Dunning",NA,"NO",NA,NA,"Shrubland","1","3","Carnivore","Invertivore","Insessorial",25.71,37.29,31.36,96.30075087,1835154.15,"Extant"
"6779",6779,"Phylloscopus amoenus","Sylviidae","Passeriformes",1,0,1,0,1,14.3,7.6,2.9,3.1,22.9,58.5,10.1,48.4,17.3,40,10.53,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Generalist",-7.99,-7.91,-7.96,157.0677097,37.6,"Extant"
"6780",6780,"Phylloscopus armandii","Sylviidae","Passeriformes",4,2,2,0,4,11.8,6.3,2.6,2.8,20.6,61.2,11.6,49.6,19,50.8,9.4,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",24.2,45.82,35.32,107.593368,2684989.68,"Extant"
"6781",6781,"Phylloscopus bonelli","Sylviidae","Passeriformes",13,5,8,0,4,11.5,6.7,2.6,2.3,18.2,63.5,14.7,48.9,23.1,49.8,8.69,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Insessorial",31.07,49.73,42.2,3.077167269,1297862.66,"Extant"
"6782",6782,"Phylloscopus borealis","Sylviidae","Passeriformes",10,5,5,0,4,13.5,8.8,3.1,3.1,17.9,66.2,17,48.9,25.8,47,10.89,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",31,72.08,61.04,96.4379412,14062772.33,"Extant"
"6783",6783,"Phylloscopus borealoides","Sylviidae","Passeriformes",3,2,1,0,3,11.9,6,3,2.9,17.8,62.2,14.9,47.2,24,50.7,9.8,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Insessorial",31.83,54.42,41.75,140.3319669,344620.15,"Extant"
"6784",6784,"Phylloscopus budongoensis","Sylviidae","Passeriformes",4,2,0,2,3,10.4,5.5,2.4,2.8,17,51.6,5.9,45.6,11.5,35.2,8.2,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-4.35,3.27,0.77,26.10931853,176695.47,"Extant"
"6785",6785,"Phylloscopus canariensis","Sylviidae","Passeriformes",5,2,3,0,4,11.7,6.2,2.4,2.3,20.2,51.8,7.4,44.9,14.1,49,7.3,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",27.64,28.85,28.19,-16.57727262,4943.1,"Extant"
"6786",6786,"Phylloscopus cantator","Sylviidae","Passeriformes",5,0,0,5,4,11.8,6.7,2.5,2.6,16.2,53.8,9.6,43.7,18,42.4,6,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",17.13,29.21,24.53,97.15374748,519456.43,"Extant"
"6787",6787,"Phylloscopus cebuensis","Sylviidae","Passeriformes",2,1,1,0,2,12.5,7.3,3.1,2.9,19.2,51.5,8,43.5,15.5,48,9,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",9.04,18.65,15.13,121.6637432,121172.88,"Extant"
"6788",6788,"Phylloscopus chloronotus","Sylviidae","Passeriformes",4,2,2,0,4,9.5,4.8,2.3,1.9,15.8,50.5,8.6,41.9,17,37.2,4.9,"Updated_literature","BoW","NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Insessorial",26.96,35.12,30.43,83.01037232,128236.98,"Extant"
"6789",6789,"Phylloscopus claudiae","Sylviidae","Passeriformes",5,2,3,0,4,11.2,6.1,2.9,2.8,16.2,59.9,12.1,47.8,20.2,47,7.63,"Dunning",NA,"NO",NA,NA,"Forest","2","2","Carnivore","Invertivore","Insessorial",28.3,41.15,34.5,108.1758061,1152693.73,"Extant"
"6790",6790,"Phylloscopus collybita","Sylviidae","Passeriformes",17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",35.32,72.32,58.34,69.52964988,16540252.02,"Extant"
"6791",6791,"Phylloscopus coronatus","Sylviidae","Passeriformes",5,2,3,0,4,13,7.4,3.2,3.1,16.6,61.3,13.8,47.5,22.6,47.4,10.1,"Dunning",NA,"NO",NA,NA,"Woodland","2","3","Carnivore","Invertivore","Insessorial",26.98,54.57,44.03,128.7013355,2148136.05,"Extant"
"6792",6792,"Phylloscopus davisoni","Sylviidae","Passeriformes",4,2,2,0,4,10.8,5.9,2.6,2.6,17,52,8.8,43.2,16.9,42,6.4,"Dunning",NA,"NO",NA,NA,"Forest","2","2","Carnivore","Invertivore","Insessorial",10.4,27.91,20.64,100.6180035,840915.26,"Extant"
"6793",6793,"Phylloscopus emeiensis","Sylviidae","Passeriformes",2,0,2,0,2,9.9,6.2,2.7,2.3,16.5,56.5,9.8,46.6,17.4,40.6,10.53,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","2","2","Carnivore","Invertivore","Insessorial",25.02,33.76,29.34,104.020394,21846.58,"Extant"
"6794",6794,"Phylloscopus forresti","Sylviidae","Passeriformes",2,1,1,0,2,9.6,5,2,2.1,16.4,53.2,9.2,44,17.3,41,5.4,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","2","2","Carnivore","Invertivore","Insessorial",24.73,34.56,30.94,100.8101168,697649.37,"Extant"
"6795",6795,"Phylloscopus fuligiventer","Sylviidae","Passeriformes",5,2,3,0,4,12.6,6.4,2.5,2.2,20.8,54.9,6.5,48.4,11.9,46.2,8.83,"Dunning",NA,"NO",NA,NA,"Shrubland","2","2","Carnivore","Invertivore","Insessorial",26.72,38,30.74,95.05668911,1038891.84,"Extant"
"6796",6796,"Phylloscopus fuscatus","Sylviidae","Passeriformes",5,2,3,0,4,11.9,7,2.5,2.6,21.4,62.3,12.1,51.1,19.1,53.4,8.74,"Dunning",NA,"NO",NA,NA,"Wetland","1","3","Carnivore","Invertivore","Insessorial",28.54,66.78,52.86,120.2387151,11609109.62,"Extant"
"6797",6797,"Phylloscopus goodsoni","Sylviidae","Passeriformes",5,0,5,0,5,11.4,6,2,2.2,15.6,58.4,10.9,47.5,18.7,44.5,7.63,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Insessorial",21.42,32.25,26.69,114.6249248,928043.69,"Extant"
"6798",6798,"Phylloscopus griseolus","Sylviidae","Passeriformes",5,1,4,0,4,12.3,6.6,2.6,2.4,21.3,63.6,10.1,53.1,16,49.2,7.6,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Carnivore","Invertivore","Generalist",29.45,51.67,40.94,84.43238357,4312876.09,"Extant"
"6799",6799,"Phylloscopus hainanus","Sylviidae","Passeriformes",2,0,2,0,2,11.1,6.4,2.3,2.1,16.5,51.5,6.8,44.8,13.1,38.6,9.45,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",18.31,19.33,18.86,109.5096356,13199.58,"Extant"
"6800",6800,"Phylloscopus herberti","Sylviidae","Passeriformes",6,3,3,0,5,11.1,5.9,2.8,2.6,18.3,51.2,5.5,44.7,10.9,35.7,8.9,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",1.28,7.82,5.87,10.10474606,50664.2,"Extant"
"6801",6801,"Phylloscopus humei","Sylviidae","Passeriformes",5,2,3,0,4,10,5.4,2.4,2.1,17.5,54.6,13,40.5,24.8,39.6,6,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",25.48,53.58,40.75,92.40754977,3694487.56,"Extant"
"6802",6802,"Phylloscopus ibericus","Sylviidae","Passeriformes",8,3,5,0,4,12.4,6.2,2.4,2.3,19.2,58.8,12,46.6,20.4,46.8,8.3,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Insessorial",34.23,43.79,40.01,-4.894315531,280602.15,"Extant"
"6803",6803,"Phylloscopus ijimae","Sylviidae","Passeriformes",2,1,1,0,2,13.9,7.7,3,3,18.8,63,15.1,47.9,24,50.5,8.7,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Omnivore","Invertivore","Insessorial",29.81,34.8,33.68,138.6345482,347.89,"Extant"
"6804",6804,"Phylloscopus inornatus","Sylviidae","Passeriformes",5,2,3,0,4,9.9,5.3,2.5,2.3,16.8,58.4,11.3,48.2,19,37.8,6.59,"Dunning",NA,"NO",NA,NA,"Woodland","1","3","Carnivore","Invertivore","Insessorial",40.13,70.8,59.91,114.0409851,10713136.25,"Extant"
"6805",6805,"Phylloscopus kansuensis","Sylviidae","Passeriformes",5,1,4,0,5,9.6,5.1,2.2,2.1,15.9,53.5,10.4,43.1,19.5,42.4,6.62,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",32.97,38.99,36.08,101.9515874,157431.45,"Extant"
"6806",6806,"Phylloscopus laetus","Sylviidae","Passeriformes",4,2,2,0,4,11.2,6.1,2.8,2.6,18.8,55.4,6,49.4,10.8,40.2,9.54,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-5.71,2.58,-2.16,29.40047529,81632.11,"Extant"
"6807",6807,"Phylloscopus laurae","Sylviidae","Passeriformes",4,1,2,1,4,11.3,6,2.8,3,18.7,57.8,9.2,48.5,16,43.8,8.5,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",-13.89,-8.05,-10.74,27.82906087,364414.58,"Extant"
"6808",6808,"Phylloscopus maculipennis","Sylviidae","Passeriformes",5,2,3,0,4,8.9,4.2,2.6,2.1,18.1,46.8,7.8,38.4,17,31.8,5.1,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",11.97,35.19,25.44,97.45038829,972285.74,"Extant"
"6809",6809,"Phylloscopus magnirostris","Sylviidae","Passeriformes",5,2,3,0,4,13.6,7.2,3.1,2.9,19.2,67.2,13.8,54,20.4,52.2,11.6,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",25.36,37.21,31.01,92.21506363,627409.71,"Extant"
"6810",6810,"Phylloscopus makirensis","Sylviidae","Passeriformes",4,2,2,0,2,12.1,6.9,2.9,2.7,19.4,48.9,5.4,43.5,11,38.7,9.2,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"6811",6811,"Phylloscopus neglectus","Sylviidae","Passeriformes",5,2,3,0,4,9.2,4.6,2,2.1,16.7,48.6,7.5,42,15.2,39.3,5.3,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",26.73,39.51,33.68,58.17568533,809025.01,"Extant"
"6812",6812,"Phylloscopus nitidus","Sylviidae","Passeriformes",5,2,3,0,4,12.4,6.6,2.7,2.7,19.1,62.5,14.4,47.2,23.4,50.4,7.8,"Updated_literature","BoW","NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",33.64,44.46,39.47,47.9526514,468375.06,"Extant"
"6813",6813,"Phylloscopus occipitalis","Sylviidae","Passeriformes",5,2,3,0,4,12.9,7.7,3.4,2.8,16.7,63.4,12.3,50.7,19.4,49.6,9,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",30.22,39.08,35.4,71.64669299,270137.8,"Extant"
"6814",6814,"Phylloscopus ogilviegranti","Sylviidae","Passeriformes",5,2,3,0,4,10.5,5.7,2.7,2.6,17,52,8.1,43.6,15.7,41.4,6.4,"Dunning",NA,"NO",NA,NA,"Forest","2","2","Carnivore","Invertivore","Insessorial",10.96,34.55,24.41,108.3002167,887609.37,"Extant"
"6815",6815,"Phylloscopus olivaceus","Sylviidae","Passeriformes",5,1,4,0,4,13.3,7.5,3.1,3.2,18.4,58.9,7.6,51.2,12.9,52.8,9.69,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",4.84,12.59,8.51,124.5859167,133609.09,"Extant"
"6816",6816,"Phylloscopus orientalis","Sylviidae","Passeriformes",5,2,3,0,4,12.1,6.2,2.4,2.4,17.6,66.7,15.7,51.7,23.3,51.4,8.5,"Dunning",NA,"NO",NA,NA,"Woodland","2","3","Carnivore","Invertivore","Insessorial",32.79,45.52,40.6,25.60466688,323586.25,"Extant"
"6817",6817,"Phylloscopus poliocephalus","Sylviidae","Passeriformes",5,2,3,0,4,12.2,6.6,2.6,2.8,19.9,56.4,7.3,48.7,13,43,10.8,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"6818",6818,"Phylloscopus presbytes","Sylviidae","Passeriformes",5,0,4,1,4,11.8,7,2.3,2.6,19.8,56.5,6.8,49.8,12.1,45,9.45,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",-10.94,-8.14,-9.2,124.3313278,36249.36,"Extant"
"6819",6819,"Phylloscopus proregulus","Sylviidae","Passeriformes",5,2,3,0,4,9.7,4.7,2.5,2.2,16.4,51.2,9.7,41.8,18.9,38.2,6,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",42.67,61.01,53.21,117.1634145,5259814.86,"Extant"
