"","row_index","species3","family3","order3","total.individuals","female","male","unknown","complete.measures","beak.length_culmen","beak.length_nares","beak.width","beak.depth","tarsus.length","wing.length","kipps.distance","secondary1","hand-wing.index","tail.length","mass","mass.source","mass.refs.other","inference","traits.inferred","reference.species","habitat","habitat.density","migration","trophic.level","trophic.niche","primary.lifestyle","min.latitude","max.latitude","centroid.latitude","centroid.longitude","range.size","species.status"
"6820",6820,"Phylloscopus pulcher","Sylviidae","Passeriformes",5,2,3,0,4,10.7,5.5,2.3,2.1,18.5,58.8,8.2,50.8,14.2,40,6.8,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",21.22,38.67,29,97.7741392,1028240.36,"Extant"
"6821",6821,"Phylloscopus reguloides","Sylviidae","Passeriformes",9,2,7,0,8,12.1,6.5,2.9,2.6,18,56.6,9,47.1,16.1,50.1,7.63,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",11.31,32.53,24.78,99.5672121,1405045.54,"Extant"
"6822",6822,"Phylloscopus ricketti","Sylviidae","Passeriformes",5,2,2,1,4,12,6.8,2.7,2.7,16.3,55.7,10.7,45.4,19,40,6.3,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",22.19,35.76,28.79,109.8084775,1630574.81,"Extant"
"6823",6823,"Phylloscopus ruficapilla","Sylviidae","Passeriformes",25,2,3,20,23,11.4,6,2.8,2.3,19.3,52.4,7.4,44.9,14.2,41.2,7.7,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-34.84,-3.05,-21.82,31.3156596,423407.96,"Extant"
"6824",6824,"Phylloscopus sarasinorum","Sylviidae","Passeriformes",5,2,3,0,4,12.1,6.2,2.5,2.8,20.6,56.4,5.7,50,10.2,41,10,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-5.47,1.42,-1.83,120.8481553,69176.02,"Extant"
"6825",6825,"Phylloscopus schwarzi","Sylviidae","Passeriformes",5,2,3,0,4,12.2,6.4,2.9,3.1,21.3,63.2,11.2,50.5,18.1,50.2,11.4,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",39.04,58.4,51.58,112.9964471,2917225.84,"Extant"
"6826",6826,"Phylloscopus sibilatrix","Sylviidae","Passeriformes",18,8,10,0,4,13.2,6.7,2.8,2.8,18,75.8,23.3,52.3,30.9,50.7,9.2,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",38.84,69.08,54.15,28.42973258,6359810.96,"Extant"
"6827",6827,"Phylloscopus sindianus","Sylviidae","Passeriformes",5,2,3,0,4,10.9,5.5,2.2,2.1,17.9,53.4,8.3,43.7,15.9,44.4,7.51,"Dunning",NA,"NO",NA,NA,"Forest","3","3","Carnivore","Invertivore","Insessorial",32.52,44.15,38.4,68.73503699,848350,"Extant"
"6828",6828,"Phylloscopus subaffinis","Sylviidae","Passeriformes",5,2,3,0,4,11.4,6,2.3,2.2,18.6,50.9,6.9,44.2,13.6,46.3,6.2,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",21.12,38.31,30.17,107.2992549,2492313.66,"Extant"
"6829",6829,"Phylloscopus subviridis","Sylviidae","Passeriformes",5,2,3,0,4,10.5,5.6,2.4,2,17,54.1,8.4,44.5,15.9,42.8,5.47,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",30.51,36.59,33.9,72.40282504,106723.57,"Extant"
"6830",6830,"Phylloscopus tenellipes","Sylviidae","Passeriformes",4,2,2,0,4,12.2,6.6,2.7,2.9,17.5,59.9,13.8,46.1,23,49.5,11.8,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Insessorial",37.6,54.32,46.04,131.9070442,1086226.67,"Extant"
"6831",6831,"Phylloscopus trivirgatus","Sylviidae","Passeriformes",11,2,8,1,11,12.2,6.7,2.9,2.8,19.8,56.5,8.8,47.8,15.5,41.3,9,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-9.11,18.65,2.53,110.7439195,539476.75,"Extant"
"6832",6832,"Phylloscopus trochiloides","Sylviidae","Passeriformes",16,6,10,0,12,11.6,6.4,3,2.6,18.1,60.6,12.1,48.4,20,48.2,8.05,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",26.83,68.55,50.87,83.36578535,13103240.81,"Extant"
"6833",6833,"Phylloscopus trochilus","Sylviidae","Passeriformes",28,14,13,1,7,12.8,6.6,2.6,2.6,19.3,65.9,17.1,48.8,25.9,52.3,8.7,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",41.17,72.32,60.53,74.92233125,15839222.41,"Extant"
"6834",6834,"Phylloscopus tytleri","Sylviidae","Passeriformes",5,2,3,0,4,12.4,6.6,2.3,2.2,17.5,58.1,10.4,47,18.1,42.2,7.2,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Insessorial",31.6,36.54,34.53,73.67547049,213284.08,"Extant"
"6835",6835,"Phylloscopus umbrovirens","Sylviidae","Passeriformes",9,4,5,0,4,12.4,5.6,2.5,2.4,20,56.2,6.4,50.3,11.3,45,8.6,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",-7.38,22.18,6.66,38.05271566,611974.74,"Extant"
"6836",6836,"Phylloscopus xanthoschistos","Sylviidae","Passeriformes",5,2,2,1,4,10.9,5.8,2.6,2.6,17.4,52.9,8.6,44.6,16,43.4,6.94,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Carnivore","Invertivore","Insessorial",22.59,34.85,28.64,86.81152605,269573.71,"Extant"
"6837",6837,"Phylloscopus yunnanensis","Sylviidae","Passeriformes",6,2,4,0,5,9.8,5.3,2.3,2.1,15.4,52.2,9.8,41.8,19,37,6,"Dunning",NA,"NO",NA,NA,"Shrubland","2","2","Carnivore","Invertivore","Insessorial",30.2,41.28,36.33,108.9150966,338812.66,"Extant"
"6838",6838,"Poliolais lopezi","Sylviidae","Passeriformes",5,2,3,0,4,15,8.1,2.7,2.9,21.4,51.9,4.4,46.5,8.6,29.4,12,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",3.21,6.89,5.59,10.00381254,37233.22,"Extant"
"6839",6839,"Randia pseudozosterops","Sylviidae","Passeriformes",2,0,2,0,2,14.1,8.1,2.2,2.5,15.9,58,7.3,50.7,12.6,45.5,11,"EltonTraits_Model",NA,"NO",NA,NA,"Woodland","1","1","Carnivore","Invertivore","Insessorial",-25.14,-13.46,-18.79,48.4494627,149492.81,"Extant"
"6840",6840,"Schoenicola brevirostris","Sylviidae","Passeriformes",4,2,2,0,4,13.1,6.8,2.8,3.6,18.6,59.1,8.9,50.2,15.1,78,15.7,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Carnivore","Invertivore","Terrestrial",-32.41,10.58,-7.75,24.4913227,2804794.87,"Extant"
"6841",6841,"Schoenicola platyurus","Sylviidae","Passeriformes",5,2,3,0,4,13.6,7.2,3.1,3.9,21.6,64.3,11,53.4,17,70.4,20,"Updated_literature","BoW","NO",NA,NA,"Shrubland","3","1","Carnivore","Invertivore","Terrestrial",8.27,21.18,14.99,75.26553336,39801.45,"Extant"
"6842",6842,"Seicercus affinis","Sylviidae","Passeriformes",5,2,2,1,4,15.3,6.8,2.9,2.7,16.3,57.3,10.4,47.2,18.1,46.2,6.92,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Carnivore","Invertivore","Insessorial",11.24,31.54,26.29,99.38785338,446873.33,"Extant"
"6843",6843,"Seicercus burkii","Sylviidae","Passeriformes",4,2,2,0,4,16.9,6.5,3.1,2.6,16,52.2,7.1,45.2,13.5,41,7.3,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",26.42,32.3,28.62,83.89617628,271138.68,"Extant"
"6844",6844,"Seicercus castaniceps","Sylviidae","Passeriformes",4,2,2,0,4,9.6,4.9,2.5,2.4,15.4,48.8,9.5,39.3,19.3,37.2,5.3,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Carnivore","Invertivore","Insessorial",-3.74,31.44,23.28,102.3955382,2881104.86,"Extant"
"6845",6845,"Seicercus grammiceps","Sylviidae","Passeriformes",5,2,3,0,4,9.9,5.2,2.6,2.3,16.7,50.3,7,43.9,13.8,43.5,5,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-8.44,5.09,-2.25,103.6444916,40371.48,"Extant"
"6846",6846,"Seicercus montis","Sylviidae","Passeriformes",5,2,3,0,3,9.6,5.7,2.8,2.7,16,49.4,8.7,39.3,18.1,38.2,6.4,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-10.04,11.43,1.31,108.8775427,369636.97,"Extant"
"6847",6847,"Seicercus omeiensis","Sylviidae","Passeriformes",7,0,7,0,7,12.1,6.1,2.5,2.4,17.2,56.7,9.9,46.8,17.5,48.3,7.3,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",25.31,34.53,30.99,104.4873052,235578.65,"Extant"
"6848",6848,"Seicercus poliogenys","Sylviidae","Passeriformes",5,2,3,0,4,9.9,6.1,2.9,2.5,17.2,50,9.7,39.8,20,45,6.3,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Carnivore","Invertivore","Insessorial",11.21,29.96,22.59,99.30825101,1049263.64,"Extant"
"6849",6849,"Seicercus soror","Sylviidae","Passeriformes",4,2,2,0,4,12.4,6.6,3.3,2.9,16.5,55.6,10.2,45.5,18.2,46.5,7.3,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",25.04,35.21,30.49,108.144906,443899.08,"Extant"
"6850",6850,"Seicercus tephrocephalus","Sylviidae","Passeriformes",5,2,3,0,4,11.7,6.2,3.1,2.7,17.5,54.6,7.7,46.6,14.1,46.4,7.3,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Carnivore","Invertivore","Insessorial",20.6,34.55,28.71,103.0502385,744061.62,"Extant"
"6851",6851,"Seicercus valentini","Sylviidae","Passeriformes",5,2,2,1,4,11.6,6,3.3,2.7,17.4,54.8,8.9,45.9,16.2,46.4,7.3,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Insessorial",20.26,35.27,30.45,106.3058779,386353.34,"Extant"
"6852",6852,"Seicercus whistleri","Sylviidae","Passeriformes",5,2,2,1,4,11.8,6,2.9,2.4,18.1,56.2,8.3,48.1,14.8,49.6,7.3,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Carnivore","Invertivore","Insessorial",20.9,35.24,28.39,88.1798987,543406.62,"Extant"
"6853",6853,"Sphenoeacus afer","Sylviidae","Passeriformes",5,2,3,0,4,17.3,8.9,3.3,4.8,22.5,66.2,5.7,60.6,8.6,98.8,30.4,"Dunning",NA,"NO",NA,NA,"Shrubland","3","1","Carnivore","Invertivore","Insessorial",-34.84,-17.41,-28.46,27.82809971,430218.37,"Extant"
"6854",6854,"Sylvia althaea","Sylviidae","Passeriformes",5,2,3,0,4,13.2,6.6,2.9,3.3,19.8,66.7,13.3,52.6,20.2,58,14.9,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Omnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"6855",6855,"Sylvia atricapilla","Sylviidae","Passeriformes",21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,"Dunning",NA,"NO",NA,NA,"Woodland","1","3","Omnivore","Omnivore","Insessorial",14.79,68.26,51.6,26.37421465,8628077.66,"Extant"
"6856",6856,"Sylvia boehmi","Sylviidae","Passeriformes",5,2,3,0,4,11.9,6.7,3.2,3.5,19.7,64,9.9,53.1,15.7,64.7,14,"EltonTraits_Model",NA,"NO",NA,NA,"Woodland","2","1","Omnivore","Omnivore","Insessorial",-8.99,11.18,0.19,38.45061742,757783.64,"Extant"
"6857",6857,"Sylvia borin","Sylviidae","Passeriformes",24,8,12,4,4,15.1,7.2,3.5,3.6,20.1,78.7,23.6,55.2,30,57.9,18.2,"Dunning",NA,"NO",NA,NA,"Woodland","1","3","Omnivore","Omnivore","Insessorial",36.37,70.85,54.65,37.01212237,9648408.47,"Extant"
"6858",6858,"Sylvia buryi","Sylviidae","Passeriformes",6,2,0,4,4,18.1,9.9,3.3,3.8,24.5,67,7.4,59,11.2,71.7,22,"Updated_literature","Dunning (2021)","NO",NA,NA,"Woodland","1","1","Carnivore","Invertivore","Insessorial",13.24,19.58,16.77,43.38406342,62421.27,"Extant"
"6859",6859,"Sylvia cantillans","Sylviidae","Passeriformes",20,10,10,0,4,11.8,5.9,2.4,2.8,18,60.3,13.2,47.3,21.8,53.5,9.6,"Dunning",NA,"NO",NA,NA,"Shrubland","1","3","Omnivore","Invertivore","Insessorial",27.36,46.12,38.51,6.354049013,1510923.82,"Extant"
"6860",6860,"Sylvia communis","Sylviidae","Passeriformes",21,10,11,0,4,13.6,7,2.8,3.3,21.3,72.6,17.6,55.1,24.2,63.3,15.1,"Dunning",NA,"NO",NA,NA,"Shrubland","3","3","Omnivore","Invertivore","Insessorial",31.17,68.4,50.84,43.84001705,14124012.64,"Extant"
"6861",6861,"Sylvia conspicillata","Sylviidae","Passeriformes",15,6,9,0,4,11.7,6,2.4,2.4,17.9,55.4,10.8,44.8,19.4,51.1,9,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",14.8,44.66,35.25,1.98823422,1315716.19,"Extant"
"6862",6862,"Sylvia curruca","Sylviidae","Passeriformes",16,5,10,1,4,12.6,6.5,2.6,3,18.9,66.2,15.3,50.9,23.1,57.1,11.44,"Dunning",NA,"NO",NA,NA,"Shrubland","3","3","Omnivore","Invertivore","Insessorial",31.4,69.78,55.05,62.03291911,16659794.83,"Extant"
"6863",6863,"Sylvia deserticola","Sylviidae","Passeriformes",4,2,2,0,4,11,6,2.4,2.6,18.6,53.9,8.7,45.1,16.2,54.2,8.58,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",29.36,36,33.31,-0.380297157,297087.16,"Extant"
"6864",6864,"Sylvia hortensis","Sylviidae","Passeriformes",16,4,10,2,8,17.7,10.1,3.7,4.3,23.9,79.2,19.2,60.2,24.1,67.6,21.9,"Dunning",NA,"NO",NA,NA,"Woodland","2","3","Carnivore","Invertivore","Insessorial",26.75,47.78,37.58,30.88581527,3045829.07,"Extant"
"6865",6865,"Sylvia layardi","Sylviidae","Passeriformes",5,2,3,0,4,12.9,6.7,3.2,3.7,20.2,64.5,10.1,53.8,15.8,60.2,14.3,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-34.39,-18.86,-29.32,20.94914313,780211.28,"Extant"
"6866",6866,"Sylvia leucomelaena","Sylviidae","Passeriformes",5,2,3,0,4,13.8,8,3,3.7,20.2,69.1,9.7,60,13.8,71.8,13.9,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Invertivore","Insessorial",8.72,31.63,17,44.68699846,547018.24,"Extant"
"6867",6867,"Sylvia lugens","Sylviidae","Passeriformes",5,2,3,0,4,13.5,7.3,3,3.4,19.9,63.4,8.9,55.1,13.9,60.8,14.9,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Invertivore","Insessorial",-15.87,12.33,3.82,36.83927526,401532.97,"Extant"
"6868",6868,"Sylvia melanocephala","Sylviidae","Passeriformes",23,8,15,0,10,13.7,7.3,2.9,3,20.4,58.7,10.5,48,18,61.3,11.7,"Dunning",NA,"NO",NA,NA,"Shrubland","2","2","Omnivore","Invertivore","Insessorial",23.19,45.8,37.82,8.803061134,1781820.85,"Extant"
"6869",6869,"Sylvia melanothorax","Sylviidae","Passeriformes",4,2,2,0,4,12.2,6.8,2.5,2.8,18.1,57.5,10.9,46.5,18.9,56.4,11.4,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Insessorial",34.56,35.7,35.04,33.20641534,7952.61,"Extant"
"6870",6870,"Sylvia minula","Sylviidae","Passeriformes",5,2,3,0,4,11.3,5.7,2.7,2.8,19,59.9,11.9,48.9,19.6,55.5,11.4,"Inferred",NA,"YES","Body Mass","Sylvia curruca","Shrubland","3","3","Omnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"6871",6871,"Sylvia mystacea","Sylviidae","Passeriformes",5,2,3,0,4,11.9,6.5,2.8,2.8,17.8,58.9,9.4,49.2,16.1,56.1,9.9,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",29.94,47.02,39.84,56.23685993,1359316.78,"Extant"
"6872",6872,"Sylvia nana","Sylviidae","Passeriformes",7,3,4,0,6,10.7,5.9,2.4,2.6,18,55.5,9.1,46.2,16.4,52.4,8.7,"Dunning",NA,"NO",NA,NA,"Desert","3","1","Carnivore","Invertivore","Insessorial",20.34,50.07,38.43,56.03583504,6356521.52,"Extant"
"6873",6873,"Sylvia nisoria","Sylviidae","Passeriformes",13,6,7,0,4,16.4,8.9,3.7,4.3,24,88.3,24,64.4,27.2,71.7,22.5,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",35.04,62.55,50.08,54.57491512,10133103.58,"Extant"
"6874",6874,"Sylvia rueppelli","Sylviidae","Passeriformes",10,4,6,0,4,14.6,8.4,2.8,3.1,21,69,16,53,23.1,63.6,12.84,"Dunning",NA,"NO",NA,NA,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",34.62,41.15,37.7,30.04484786,238081.29,"Extant"
"6875",6875,"Sylvia sarda","Sylviidae","Passeriformes",17,8,9,0,8,12,6.4,2.3,2.5,18.9,54.6,8.8,45.6,16.1,60.2,9.8,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",36.73,43.08,40.53,8.351945585,37562.64,"Extant"
"6876",6876,"Sylvia subcaerulea","Sylviidae","Passeriformes",5,2,3,0,4,13.1,7.1,3.2,3.6,19.5,65.6,10.9,54.1,16.8,68.7,14.6,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-34.84,-11.91,-23.9,21.97272287,2960791.88,"Extant"
"6877",6877,"Sylvia undata","Sylviidae","Passeriformes",17,5,11,1,3,13.1,6.2,2.5,2.5,18.6,53.5,7.5,46,14.1,63.1,10.8,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",34.13,52.99,40.86,-1.124494421,826720.86,"Extant"
"6878",6878,"Sylvietta brachyura","Sylviidae","Passeriformes",4,2,2,0,4,12.2,7.4,2.4,2.7,15.9,51.5,6.2,45.3,12.1,21.5,8.1,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Invertivore","Insessorial",-5.37,19.12,8.61,18.324847,7061020.5,"Extant"
"6879",6879,"Sylvietta denti","Sylviidae","Passeriformes",6,4,2,0,4,9.7,5.7,2.3,2.7,14.3,46.2,3,43,6.4,18,8.4,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",-8.64,10.3,2.74,7.591395529,1125336.65,"Extant"
"6880",6880,"Sylvietta isabellina","Sylviidae","Passeriformes",4,2,2,0,4,15.6,9.7,2.4,3,18.2,55.2,4,51.2,7.2,25.8,10,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-4.73,10.49,4.04,41.51316706,901911.55,"Extant"
"6881",6881,"Sylvietta leucophrys","Sylviidae","Passeriformes",5,3,2,0,3,11.7,6.4,2.6,2.9,20.2,59.3,5.1,55,8.4,23.5,11.34,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",-6.11,2.43,-1.01,32.93809524,160448.77,"Extant"
"6882",6882,"Sylvietta philippae","Sylviidae","Passeriformes",2,2,0,0,2,10.8,6.2,2.3,3,16,52,3.5,48.5,6.8,22,8.6,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",3.19,9.59,6.26,45.22551473,206306.37,"Extant"
"6883",6883,"Sylvietta rufescens","Sylviidae","Passeriformes",5,2,3,0,4,16.4,9.9,2.5,3.2,19.2,60,5.7,54.3,9.5,28.2,11.6,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-34.84,-2.15,-20.93,24.56779662,4186905.87,"Extant"
"6884",6884,"Sylvietta ruficapilla","Sylviidae","Passeriformes",5,2,3,0,4,13.6,7.9,2.8,3.1,19.1,64.9,6.8,57.6,10.5,27.5,11.1,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Invertivore","Insessorial",-17.88,1.27,-9.65,23.5797702,2557018.33,"Extant"
"6885",6885,"Sylvietta virens","Sylviidae","Passeriformes",8,2,3,3,6,11.6,7.1,2.6,2.6,16.3,46.4,3.7,43,8,16.1,8.4,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",-13.75,14.03,0.77,14.90930551,3738336.18,"Extant"
"6886",6886,"Sylvietta whytii","Sylviidae","Passeriformes",9,4,5,0,4,14.6,8.6,2.4,3,18.1,57.9,5.3,52.8,9.2,24.3,9.9,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Invertivore","Insessorial",-24.42,8.91,-8.61,34.05921362,1855770.99,"Extant"
"6887",6887,"Tesia castaneocoronata","Sylviidae","Passeriformes",5,2,3,0,4,11,5.6,2.5,2.1,21.4,48,6.6,41.4,13.8,22.8,8.94,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial",16.29,32.85,25.85,98.19974682,1980546.83,"Extant"
"6888",6888,"Tesia cyaniventer","Sylviidae","Passeriformes",5,2,3,0,3,14,7.2,3.5,2.6,22.8,50.9,6.5,43.9,12.8,17,9.7,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Generalist",10.45,30.31,23.81,100.0558876,2098380.83,"Extant"
"6889",6889,"Tesia everetti","Sylviidae","Passeriformes",4,2,2,0,3,14.6,8.1,3.2,3,24.4,50.6,3.2,47.4,6.3,20.7,6.29,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Generalist",-9.11,-8.06,-8.61,119.5435759,29083.3,"Extant"
"6890",6890,"Tesia olivea","Sylviidae","Passeriformes",5,1,4,0,3,12.5,6.2,3,2.9,22.1,47.6,4.4,42.3,9.4,20.5,7,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial",15.49,32.53,25.16,100.7243579,1755868.45,"Extant"
"6891",6891,"Tesia superciliaris","Sylviidae","Passeriformes",4,2,1,1,4,13.9,7.1,3.6,2.9,23.4,47.9,3.4,44.5,7.1,20,7,"Inferred",NA,"YES","Body Mass","Tesia olivea","Forest","1","1","Carnivore","Invertivore","Terrestrial",-7.76,-6.63,-7.14,108.2284052,5892.17,"Extant"
"6892",6892,"Thamnornis chloropetoides","Sylviidae","Passeriformes",5,2,3,0,4,17.1,10.6,2.6,3.6,19.2,60.2,6,54.8,9.8,65.1,14.3,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-25.58,-20.76,-22.8,44.32922905,69624.44,"Extant"
"6893",6893,"Tickellia hodgsoni","Sylviidae","Passeriformes",7,2,1,4,6,12.1,6.2,3.2,2.3,19.5,46.1,6,40.3,12.9,44,4.5,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Carnivore","Invertivore","Insessorial",19.51,29.93,25.2,97.42848472,616057.05,"Extant"
"6894",6894,"Trichocichla rufa","Sylviidae","Passeriformes",2,0,1,1,2,19.1,9.8,4.2,3.9,30.1,73.8,7.8,66,10.6,77.5,24,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-18.28,-17.35,-17.87,178.003758,8590.66,"Extant"
"6895",6895,"Urosphena squameiceps","Sylviidae","Passeriformes",4,2,2,0,4,13.2,7.9,2.6,2.6,18,51,10.3,40.7,20.3,31,9.3,"Dunning",NA,"NO",NA,NA,"Forest","1","3","Carnivore","Invertivore","Terrestrial",30.22,51.1,41.78,134.1051705,1055595.4,"Extant"
"6896",6896,"Urosphena subulata","Sylviidae","Passeriformes",3,1,2,0,3,14.7,8.8,2.5,2.8,19,52.2,4.7,47.5,9,26.7,10.3,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-10.94,-7.49,-9.1,125.2020211,35526.19,"Extant"
"6897",6897,"Urosphena whiteheadi","Sylviidae","Passeriformes",5,2,3,0,4,13.3,8,2.8,2.6,19.1,50.6,3.6,46.2,7.2,23.2,9,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Generalist",-3.57,6.4,2.36,115.4473891,131729.06,"Extant"
"6898",6898,"Batara cinerea","Thamnophilidae","Passeriformes",8,4,4,0,4,38.7,22.7,8.1,13.1,47,119.8,8.2,113.2,6.6,165.6,131,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-30.3,-17.12,-25.61,-51.60012326,600001.37,"Extant"
"6899",6899,"Biatas nigropectus","Thamnophilidae","Passeriformes",10,2,7,1,4,20.8,11.8,5.7,6.5,24.3,74.8,7.3,68.2,9.9,76.6,25.5,"Updated_literature","Rodrigues et al. (2019)","NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-29.14,-19.61,-24.14,-47.41742001,23893.22,"Extant"
"6900",6900,"Cercomacra brasiliana","Thamnophilidae","Passeriformes",7,2,4,1,4,16.5,9.4,4.5,4.3,20.5,59.8,5.5,54.3,9.2,71.4,12,"Updated_literature","Rodrigues et al. (2019)","NO",NA,NA,"Woodland","1","1","Carnivore","Invertivore","Insessorial",-22.94,-13.01,-18.5,-41.48877927,129178.51,"Extant"
"6901",6901,"Cercomacra carbonaria","Thamnophilidae","Passeriformes",11,1,10,0,6,17,10.8,4.8,4.4,23.8,65.4,6,59.5,9.2,70.3,14.5,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-1.29,3.73,1.59,-61.15390763,17194.19,"Extant"
"6902",6902,"Cercomacra cinerascens","Thamnophilidae","Passeriformes",13,6,7,0,8,19.4,11.3,5,4.6,20,62.8,5.4,58.2,8.6,66.1,14.3,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-16.97,8.36,-4.06,-62.41026516,6701397,"Extant"
"6903",6903,"Cercomacra ferdinandi","Thamnophilidae","Passeriformes",12,3,8,1,8,16.3,10.8,4.8,4.7,21.9,68.5,6.3,62.2,9.2,71.8,15,"Dunning",NA,"NO",NA,NA,"Shrubland","1","1","Carnivore","Invertivore","Insessorial",-13.06,-5.18,-9.87,-49.71052003,31828.1,"Extant"
"6904",6904,"Cercomacra laeta","Thamnophilidae","Passeriformes",14,8,6,0,4,17.1,10.1,4.4,4.5,21.8,59,4.5,54.1,7.6,54,15.96,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-10.4,2.51,-1.51,-52.6922526,393677.48,"Extant"
